0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.013008001,0.0108787315,0.006344238,0.0018160926,0.010848064,0.009359614,0.003437174,0.005980946,0.0034390183,0.004347599,0.016270213,0.015838096,0.016530741,0.015898595,0.00070083176,0.0030327637,0.014929065,0.016215902,0.00081460323,0.00828247,0.0074561737,0.0020362646,0.0023768889,0.018768713,0.008964635,0.0073366887,0.005417386,0.014846123,0.012176044,0.015461058,0.008389434,0.00859211,0.0040956982,0.011208465,0.019968957,0.010229248,0.008862106,0.006268479,0.015356458,0.007172677
0.014654566,0.011863344,0.004381472,0.01456567,0.0068425345,0.010236662,0.006237411,0.014388392,0.01585085,0.006776379,0.005883314,0.013369211,0.016484149,0.0035162955,0.008838189,0.010331377,0.01417991,0.008164154,0.008679097,0.0027881782,0.0076763006,0.00033999156,0.0068467855,0.008464033,0.014694913,0.013088418,0.009477916,0.014263462,0.005990709,0.01599032,0.0013551214,0.015321293,0.004038442,0.011935021,0.010177619,0.00021472626,0.0065595047,0.0036303091,0.007287976,0.015087369
0.0022701272,0.017544275,0.010236647,0.015199254,0.005333696,0.004472185,0.01005349,0.0039980467,0.014564531,0.0004009454,0.010049544,0.007365668,0.011648873,0.0153669445,0.0021413672,0.0051053166,0.015080453,0.01831215,0.0052153533,0.015300371,0.0046513784,0.01386132,0.008316405,0.0023392162,0.0032886758,0.009884597,0.011714062,0.016772304,0.012284446,0.0034945854,0.008281656,9.924746e-05,0.014731085,0.014084634,0.0118584065,0.010456685,0.008060534,0.0108297635,0.011604708,0.005715551
0.008550151,0.006694068,0.012980305,0.008364807,0.0009992964,0.008603816,0.0116179325,0.010662379,0.0122769065,0.0062609203,0.0059501417,0.010564425,0.00089924806,0.009121776,0.013703581,0.007276897,0.0020783606,0.018348295,0.016328363,0.017205551,0.011763372,0.0021716156,0.012343492,0.014365232,0.011960087,0.012562159,0.0041598855,0.0072588753,0.016416531,0.0063211136,0.017825564,0.009597235,0.0032458273,0.0008098658,0.015996594,0.0018198701,0.013352888,0.014052814,0.0017121223,0.006389318
0.008614324,0.008963202,0.00022774858,0.0033565797,0.01306733,0.013703478,0.007168372,0.002766279,0.0036567654,0.00845966,0.0150018195,0.010720263,0.014889172,0.006569018,0.012228235,0.008180749,0.0025781253,0.012441381,0.005598248,0.0004780732,0.013463478,0.013349177,0.013815414,0.012349927,0.009225882,0.014764169,0.008269167,0.006828922,0.0012462606,0.008740448,0.012060999,0.004740619,0.010536011,0.012712134,0.012261349,0.011016119,0.009753964,0.01222444,0.012817192,0.012793565
0.0010958612,0.013283386,0.008291741,0.0022565231,0.0111591555,0.014983749,0.020180412,0.0013163286,0.01306398,0.00077489123,0.0007777533,0.021877673,0.01836076,0.006111633,0.006204834,0.0009792953,0.00046093625,0.019426443,0.0050993133,0.015070566,0.013568107,0.019566298,0.014854098,0.009158581,0.021933332,0.00633042,0.017731715,0.014787146,0.0053809853,0.00403049,0.005866442,0.013496174,0.015382694,0.0114202835,0.00082996784,0.0022823615,0.0015477648,0.00041985026,0.0037033916,0.0059850807
0.015285916,0.0012211055,0.015777864,0.015149654,0.011769603,0.013691724,0.012236917,0.005000804,0.012208958,0.01784732,0.016762527,6.8901914e-05,0.002372775,0.013537271,0.011927691,0.009723487,0.0031649163,0.00567813,0.0066203,0.009054476,0.014165871,0.017176779,0.000906296,0.006717643,0.009527227,0.014529675,0.01657544,0.016094659,0.010341954,0.0042065224,0.0031159678,0.002742691,0.013671087,0.0040150643,0.0004760802,0.01729352,0.0008272338,0.015689772,0.0029762767,0.0008455643
8.4069536e-05,0.005200317,0.0104972655,0.0074221706,0.007235119,0.009619176,0.0028049685,0.0025878618,0.017429259,0.018562894,0.010433546,0.001483111,0.01568371,0.00327514,0.0074378233,0.011105786,0.004280994,0.022009814,0.00021162278,0.01649733,0.0019181499,0.015507573,0.005810014,0.0147950705,0.013575636,0.0060909437,0.0024949543,0.007664409,0.011869358,0.00057374086,0.01738812,0.011990771,0.017838467,0.0021411057,0.010624343,0.017780893,0.0022599576,0.019168474,0.0023643905,0.01818464
0.0011941799,0.0017210975,0.01384471,0.0046487604,0.011686727,0.005053044,0.003281037,0.012853663,0.012788384,0.0072980877,0.0046869055,0.015153739,0.0066464553,0.0005479843,0.015042402,0.007305526,0.00928144,0.011538113,0.014559875,0.015309303,0.008168294,0.0075535565,0.013364556,0.0070000314,0.011700749,0.0077051837,0.0061644316,0.012728919,0.012154815,0.01625137,0.009560883,0.0069018574,0.0074342038,0.010801251,0.010819751,0.01342981,0.013838485,0.017118223,0.004083957,0.0020076095
0.0063355477,0.012978253,0.004851724,0.007394167,0.0036676645,0.015785605,0.009230981,0.0077473335,0.014663188,0.003726566,0.0062003843,0.00824946,0.0008129947,0.012861642,0.011361969,0.014733765,0.013042822,0.012666298,0.0074528866,0.013464662,0.007325908,0.003528198,0.0043326947,0.006358197,0.004600688,0.013086157,0.0083092395,0.0011260647,0.015785787,0.0148383435,0.0015718212,0.015937904,0.014875403,0.014955782,0.0015174674,0.008293487,0.014119756,0.013335133,0.010203392,0.011465663
