0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.010774888,0.0045475885,0.0005539226,0.0031739136,0.008948285,0.0021752839,0.004379376,0.0027302979,0.010521367,0.0026102848,0.009176819,0.009882934,0.003426261,0.0039795795,0.00018024846,0.0066647558,0.0075221616,0.010144773,0.0028056959,0.010904695,0.0055963444,0.009701946,0.001234363,0.010412702,0.009637925,0.010148484,0.009020059,0.00042380727,0.010938566,0.010479008,2.5301504e-05,0.0070809904,0.010710371,0.00017228384,0.0073589967,0.0034798766,0.0033883885,0.0066423346,0.0030108357,0.0048018843
0.0012840001,0.006802949,0.0012341078,0.010994824,0.0017818025,0.0092534525,0.004474606,0.0016974862,0.004329197,0.0048941453,0.00876785,0.0027876636,0.0053153113,0.008985464,0.005697577,0.004145229,0.010428369,0.0021988766,0.010665976,0.0041061845,0.010234751,0.00369113,0.010576732,0.0013626916,0.01015928,0.0032747246,0.007497159,0.007308503,0.0046854117,0.00981278,0.004290935,0.0008138574,0.007927752,0.008527058,0.009170333,0.00068099034,0.008836008,0.01012238,0.0068119895,0.0041519846
0.008970938,0.009505242,0.008496818,0.0094579505,0.0033298014,0.0007245025,0.010532023,0.0009413235,0.008256771,0.007369785,0.009533828,0.011453299,0.0033124913,0.006898185,0.0068875947,0.00017028941,0.004988505,0.006722787,0.0056568137,0.0069144447,0.0055703428,0.008236096,0.007205433,0.0006047509,0.0013443911,0.0067202006,0.004585713,0.0052094464,0.0060494025,0.0015311637,0.001133547,0.0061936523,0.010154871,0.0077266437,0.0058201523,0.0074926945,0.0033331504,0.0001103323,0.009858277,0.0050624204
0.0060152374,0.0029258076,0.0052044857,0.01223066,0.00011572782,0.0031117636,0.0056818603,0.0037929597,0.009877321,0.0015635521,0.008429761,0.011142435,0.007196894,0.00053740764,0.008959634,0.006024024,0.0046888413,0.0013832634,0.0018468176,0.006998381,0.0031092293,0.010722781,0.00928633,0.0063684937,0.006862541,0.011185719,0.0020566387,0.008224372,0.008219792,0.00638684,0.005024465,0.007316553,0.0045730923,0.011508558,0.00093817804,0.004328971,0.00060648046,0.011531691,0.0063420157,0.0068099503
0.009197998,0.005982537,0.009039479,0.00028495563,0.00901705,0.0049982127,0.010601688,0.0073884646,0.0025559843,0.0058738557,0.0049278354,0.0008980541,0.009289774,0.010344719,0.008850845,0.0016584365,0.009154378,0.008475183,0.008015124,0.004002128,0.0077612614,9.511096e-05,0.008644428,0.00022118197,0.003992452,0.0074614356,0.0064350897,0.002165659,0.0065397704,0.010144399,0.009724274,0.0018951851,0.0019477371,0.0014553608,0.0060767895,0.0023163217,0.005053592,0.008646489,0.009615351,0.007145793
0.0070032016,0.008254728,0.0061928867,0.0041786493,0.0048871525,0.002746117,0.007051974,0.0067253197,0.0047153896,0.0055776276,0.0036788199,0.002037486,0.0054605175,0.006804261,0.003794135,0.0009811589,0.012193375,0.0036712913,0.006090832,0.008140557,0.008059817,0.00662692,0.009835415,0.0033832043,0.0034941095,0.00025685446,0.0005345209,0.010043131,0.0045378497,0.011745965,0.010822822,0.0030146923,0.011680603,0.00038208527,0.0052134376,0.008754246,0.002490812,0.011205563,0.0055337846,0.01090171
0.0003818948,0.011050742,0.0050181905,0.0050428594,0.009894046,0.0059288554,0.0019341083,0.009772018,0.004242081,0.0020217558,0.0053212615,0.00061998144,0.0033099146,0.007936446,0.0026179054,0.003337218,0.00024758803,0.012171542,0.0016947963,0.009522083,0.0061055413,0.006792828,0.008509187,0.011781713,0.002976233,0.00096240913,0.009147321,0.0059256763,0.008685465,0.004875586,0.0072972397,0.0045341314,0.009229002,0.008778598,0.005804609,0.007840064,0.010424494,0.005185384,0.010141175,0.0022652717
0.006526108,0.010781013,0.00856587,0.002549267,0.008780331,0.004953532,0.0009489297,0.00376405,0.0066213743,0.0018516438,0.0032268197,0.005918661,0.0096114315,0.010091395,0.004063897,0.006397672,0.0067866975,0.011067621,2.0268875e-05,0.010976703,0.0061207693,0.0036213417,0.0032629084,0.0024651696,0.0108796265,0.009220631,0.0027730027,0.00555722,0.008653037,0.00318871,0.0063423584,0.009883178,0.0047579035,0.0009006829,0.0038120213,0.002223753,0.009527299,0.0016826898,0.01111315,0.00972789
0.0039337454,0.0047394307,0.006767062,0.007080051,0.0039786366,0.004589731,0.010055776,0.0061794827,0.009103272,0.00033481425,0.0058099115,0.01002108,0.011578295,0.0085793445,0.006955642,0.011604917,0.004097261,0.0024306278,0.009055188,0.007187677,0.00469323,0.0046889936,0.008744074,0.0075945635,0.0018168015,0.00072151714,0.003986441,0.0006367345,0.0028497537,0.008502672,0.007928332,0.01119338,0.003513221,0.007602672,0.007429125,0.0038667852,0.0029455505,0.009630666,0.00613684,0.00038454853
0.0021950735,0.006522592,0.009494468,0.012657269,0.0062598134,0.0028822678,0.0061633484,0.0029591438,0.00496733,0.0031302166,0.011402949,0.0023471848,0.0077864393,0.010298398,0.008934931,0.00737579,0.0069413735,0.003177037,0.0026942007,0.008183692,0.0025288402,0.0069204327,0.0067761815,0.0025718263,0.0052118585,0.008877752,0.0116639165,0.0018552099,0.012601559,0.0012246816,0.0018269687,0.006694579,0.0070559033,0.00060458167,0.0011707064,0.009311821,0.0063738376,0.007698723,0.0009321405,0.010980864
0.002841776,0.011138385,0.0050430475,0.0055101356,0.0051493826,0.00074319437,0.005520319,0.0071368767,0.0059173405,0.0043642013,0.0051492974,0.002245908,0.00630084,0.00022707626,0.00051724445,0.0063299336,0.00022979021,0.006143502,0.01158684,0.008049494,0.007857334,0.0084478045,0.0028269065,0.0022516386,0.012198115,0.010278367,0.006541355,0.004176419,0.0025988163,0.0048022913,0.008115463,0.012823684,0.00035328415,0.0062333075,0.0059847203,0.008855527,0.012417831,0.004432566,0.0080021,0.00898412
0.00070608174,0.009766186,0.0042912993,0.010313196,0.011136515,0.008055418,0.011991917,0.0075888983,0.00016352505,0.0018942892,0.003806985,0.0077609676,0.0072910376,0.0019114946,0.0046811053,0.00685533,0.0005433756,0.0039866134,0.006324717,0.0025710633,0.0049993107,0.0069733816,0.009366089,0.0058090277,0.00830011,0.00442336,0.003563756,0.004573903,0.010797175,0.001870418,0.008136955,0.0055815885,0.008943406,0.006840565,0.008752786,0.010228357,0.0056962552,0.0053878883,0.0069127763,0.00024408106
0.011913021,0.0060659796,0.0018246312,0.0053753504,0.0023944813,0.0070911692,0.0057925917,0.0027980763,0.01085067,0.0059745647,0.010667336,0.011515583,0.0015172407,0.0013768448,0.0017682737,0.011409599,0.0039022102,0.002916358,0.0010319038,0.0072152317,0.008806093,0.010274212,0.01172819,0.0058180965,0.0024243132,0.007908761,0.002189909,0.010369422,0.010255909,0.0031496675,0.0026573264,0.011707083,0.00034739316,0.009580817,0.0023880026,0.0028200066,0.004790928,0.009044453,0.0072417413,0.0024412042
0.002305334,0.008074829,0.004442363,0.006605908,0.0032714647,0.011311966,0.009236837,0.0010680505,0.010888957,0.0077921017,0.000838145,0.0008074311,0.0022327374,0.011010122,0.0071751447,0.0029425414,0.0023906098,0.004969572,0.006887923,0.00027743637,0.0027310958,0.0030713512,0.008077855,0.0062161665,0.0022015537,0.008817791,0.0013262439,0.007047774,0.009509573,0.0073328223,0.0033355854,0.011007154,0.00034641707,0.011583139,0.011031802,0.009327931,0.010579103,0.009184526,0.00010082116,0.011158816
0.0066186255,0.008740561,0.005698484,0.014012847,0.00030118064,0.0030744018,0.011811712,0.010640646,0.010318038,0.00042392383,0.0029891138,0.0009153274,0.007396294,0.013362668,0.0104664685,0.00062795565,0.0104841385,0.0011257319,0.013793926,0.0076140417,0.0045729475,0.0022704399,0.0069528176,0.009793938,0.0024893668,0.002174972,0.0014313565,0.008569297,0.014052884,0.008750649,0.004743808,0.002992025,0.0053646513,0.0008763388,0.013413172,0.004603444,0.0018208753,0.0018296182,0.0021956295,0.00037862634
0.0117788585,0.0033272668,0.0074850796,0.00614729,0.010102135,0.0058321175,0.006215125,0.00056045695,0.0027544056,0.010765442,0.00075863325,0.0053810333,0.008589029,0.00752304,0.0015085409,0.0018194808,0.0025152338,0.0036305764,0.0063667973,0.007076037,0.0034429303,0.004907905,0.00036750306,0.0076274564,0.0076755816,0.0102335885,0.005528259,0.006308215,0.0038781087,0.008988236,0.012599552,0.0049154693,0.0052652005,0.004766484,0.0006984067,0.0067203213,0.0042805243,0.010246352,0.011255219,0.008961598
0.0036334319,0.00032970798,0.0006785822,0.010176072,0.0047158827,0.00940349,0.007296235,0.0072949077,0.010865998,0.011700791,0.009233355,0.0114462655,0.0024189136,0.0034458593,0.0055510877,0.004021523,0.008215029,0.0049232594,0.010388103,0.0059347856,6.7115594e-05,0.0018536032,0.007900439,0.0011511919,0.006380641,0.0119478945,0.00048532404,0.006543873,0.012386844,0.0030346564,0.0020956811,0.0034057526,0.0010220394,0.0069134105,0.0062596914,0.004175531,0.006604177,0.011286073,0.0044733346,0.009386563
0.0027328092,0.009460779,0.0013407,0.0047413525,0.0072324886,0.008653183,0.004335381,0.0045706253,0.008554229,0.0087658595,0.0025606502,0.009303132,0.009045496,0.0041361083,0.008303136,0.008561336,0.005543332,0.0029676035,0.003944517,0.0072290525,0.007333071,0.0074648396,0.008468795,0.00633916,0.0074772597,0.0023155704,0.0036387427,0.009727553,0.009524644,0.0039090053,0.008473766,0.008881594,0.0013172089,0.002985395,0.008238292,0.0055068075,0.0033234078,0.0033501447,0.0012736628,0.008242092
0.013603269,0.0034376422,0.0034221185,0.0052006114,0.0026827978,0.011142381,0.013228688,0.008087359,0.0012356524,0.013775539,0.0016706339,0.013720319,0.0021460922,0.00022587387,0.0060429196,0.006941494,0.00244612,0.011625103,0.011162855,0.009516747,0.0056111044,0.0019965817,0.0019713417,0.001980665,0.0081364075,0.0034350422,0.009224881,0.0013139637,0.008563026,0.0016450247,0.0066749724,0.001143093,0.006655703,0.0015648846,0.012778193,0.008889714,0.0008834825,0.0042486135,0.0017816024,0.00890632
0.011182356,0.005072632,0.010554764,0.00572616,0.0013179376,0.001614222,0.008123529,0.009777371,0.011916724,0.0058975,0.012167334,0.0074778097,0.005239241,0.0022886477,0.009240982,0.0022737584,0.00885532,0.0025525866,0.004390976,0.0005231417,0.0018838034,0.005810327,0.0046558315,0.0067744725,0.000899016,0.0058102044,0.011807789,0.00075472187,0.008795109,0.0064545255,0.0066395593,0.00014003954,0.005288567,0.00041247605,0.00080717244,0.0077330307,0.009824344,0.0063424953,0.012784503,0.008267428
0.0063890144,0.004069158,0.013201893,0.0046213805,0.0024802675,0.008591966,0.0008556554,0.006079937,0.010138994,0.0018619195,0.014161246,0.0010411678,0.0123013705,0.00042573718,0.0034470456,0.007948529,0.00012342546,0.0020733112,0.0032926153,0.0118077,0.0115511585,0.012588761,0.014297905,0.0015615212,0.006544914,0.0024492105,0.006878008,0.004721344,0.0043228474,0.0013522754,0.00258511,0.0037481468,0.009165038,0.007504899,0.011990336,0.007094245,0.00077324203,0.0075125843,0.0013572469,0.0059322277
0.004144757,0.008375489,0.001642763,0.00568203,0.007949546,0.0028073322,0.003901221,0.009488783,0.0062975455,0.012193496,0.0045718104,0.010524636,0.0059523955,0.0040613557,0.00014779219,0.007985862,0.0009911016,0.010233031,0.011548215,0.0064631817,0.0044173123,0.0074701486,0.011397423,0.010082364,0.008687192,0.007971219,0.0057173385,0.0043079006,0.00047944425,0.0023417235,0.0033016454,0.004440815,0.00012992842,0.0077057616,0.01203081,0.012193946,0.0037583369,7.081632e-07,0.0017160734,0.0034703002
0.008997739,0.008096671,0.007846995,0.003957699,0.004562069,0.010549849,0.004184859,0.007197649,0.0067299763,0.003291959,0.008369288,0.010074753,0.0019268215,0.008863855,0.009238407,0.009966505,0.0033886358,0.00996498,0.0023831455,0.0015693204,0.0050187064,0.0011959096,0.006414691,0.003431486,0.002731332,0.0028333373,0.0014930853,0.0049763,0.009693241,0.001901272,0.008521402,0.008423504,0.0022244584,0.0064638127,0.009947228,0.002774171,0.005093261,0.005438903,0.008745621,0.010006211
0.002572015,0.00859743,0.007883146,8.389615e-05,0.010341971,0.00965735,0.009919416,0.0033187028,0.0060427273,0.0022110145,0.007081731,0.009882029,0.0016461493,0.0017978793,0.0066541354,0.011118464,0.011199182,0.0024243745,0.005505497,0.008572974,0.009873708,0.0050299033,0.0022574568,0.010114455,5.609612e-05,0.007972203,0.00194351,0.0002113884,0.010158593,0.0016847531,0.00904873,0.0060417647,0.006277894,0.0053658406,0.0071272403,0.005174367,0.0056912825,0.0035895358,0.009767942,0.0023833902
0.0028115055,0.0065249517,0.0037144541,0.0015851994,0.008294682,0.0024316567,0.0060671843,0.0068685324,0.001986843,0.0030685037,0.0037831345,0.00211098,0.0057207276,0.010061034,0.008543024,0.004396397,0.005941601,0.008944395,0.008731001,0.007736063,0.0018818683,0.006339842,0.0103494,0.0105037745,0.0032703225,0.010159596,0.010071971,0.0032583596,0.005646356,0.0032133681,0.009520977,0.010647709,0.010204925,0.002900524,0.01075944,0.00044445315,0.0055479626,0.0025524285,0.008239946,0.004807353
0.008574148,0.0061567733,0.0011618973,0.0048580933,0.0029124161,0.004822167,0.0059216083,0.0040181484,0.006321597,0.0009608592,0.0068883123,0.0012345944,0.011519535,0.0064363917,0.005545908,0.010192783,0.00033485622,0.0070270807,0.011773382,0.0016505531,0.008501191,0.0086837895,0.00055794674,0.004907118,0.0052484977,0.012717445,0.007479679,0.010483737,0.010024868,0.012072187,0.006916507,0.0069169374,0.0077814106,0.0010058797,0.0069556306,0.003084233,0.0023126546,0.0017120488,0.006482993,0.00506772
0.010332969,0.002573837,0.0033279466,0.0056911176,0.005542909,0.0024200478,0.009830706,0.010447361,0.0068072607,0.0067825867,0.010628674,0.001041514,0.0032359543,0.0029506832,0.009112526,0.0043651187,0.0059897946,0.010914952,0.0030357467,0.006659362,0.007993215,0.001383412,0.0024626127,0.0010639073,0.0039710687,0.011028533,0.009073505,0.00779847,0.008157458,0.0056380006,0.011149964,0.00033686453,0.008619183,0.003342493,0.010548566,0.0040241727,0.0013080596,0.010669099,0.002772871,0.0050484072
0.0011577399,0.0077199293,0.009204937,0.007990355,0.0042806794,6.9187954e-05,0.0010492476,0.00012571058,0.0027188251,0.010847976,0.0075357794,0.0072733616,0.0042905128,0.00799726,0.0074324794,0.0042141364,0.006400856,0.0059370208,0.008732295,0.00082344236,0.006023135,0.004903572,0.0105155995,0.00794674,0.008749798,0.0035725478,0.006786398,0.00910861,0.0006154047,0.0015957527,0.0088288775,0.010073892,0.008905829,0.0064659817,0.0047786725,0.0069696493,0.009327671,0.008145978,0.007153226,0.0021459719
