0,1,2,3,4,5,6,7,8,9,10
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.029729959,0.006232881500000001,0.018443692,0.01973624,0.00862998,4.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.009509643,0.008276955,0.014084698,0.024136227000000003,0.028391346,5.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.018736059,0.017350499999999998,0.018365833999999998,0.010560705,0.019488253,5.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.015824253,0.017850917,0.02290897,0.002933727,0.025355399,1.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.023250716,0.019083165,0.002557644,0.023811307,0.015754482,5.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.023534412999999997,0.02145289,0.018352767,0.009136756999999999,0.01208777,4.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.012989511,0.018332927,0.012596426,0.017993877,0.02226891,2.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.006657196,0.019447126999999998,0.0006771794,0.0257824,0.031113567,5.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.029720875,0.026853882000000003,0.0016668054999999999,0.026457987999999998,1.9331785e-05,1.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.0031154598,0.0060106656,0.024940796,0.027739305,0.022551961000000002,2.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.028931461000000002,0.0128250485,0.013511987,0.021692292999999998,0.007606893000000001,5.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.017028887,0.024852212999999998,0.015830123999999998,0.006112589,0.02093462,1.0
0.020205786,0.0333333,0.04328354,0.034939088,0.038720265,0.016901543,0.022699097,0.033702873,0.0021456415,0.009945741,3.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.01006409,0.017695878,0.016607039,0.017999265,0.021711271,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.015718823,0.02041471,0.025088014,0.00578918,0.017879723,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.03235033,0.0072741574,0.03292508,0.010263934,0.0016770585,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.026852205,0.0022459098,0.014363553999999999,0.022121018,0.018383148999999998,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.028087047999999996,0.00021360576,0.025062968999999997,0.015159846999999999,0.015889341,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.020475114,0.02293377,0.011421889,0.005148702,0.023800805,4.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.0004555898,0.020425811000000002,0.025050243,0.017467043999999998,0.021409392000000003,5.0
0.06290357,0.0039105844,0.04217191,0.058070946,0.002978138,0.0012418189,0.042332447999999995,0.0054172063000000005,0.00035912144999999994,0.03574599,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.04321743,0.015296136,0.013883508000000001,0.0048822679999999995,0.006817951,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.020528321999999998,0.0012252734,0.019435778,0.026403697,0.016797598,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.017655045,0.007880287,0.03349926,0.02109509,0.0047992496,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.0066941218,0.02960671,0.037492495,0.009444747,0.0021539521,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.019354991999999998,0.01613168,0.023318872,0.009885149000000001,0.01620583,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.010915288,0.024421507000000002,0.017853668,0.028897185,0.00048289602,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.005096544000000001,0.009182046,0.02729183,0.031716637,0.011185813000000001,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.028002162999999997,0.020611925,0.008687277,0.005309548000000001,0.021452408,2.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.02947842,0.011393098999999999,0.028994892,0.0035115525,0.011486834,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.0084931515,0.020181432,0.008113997,0.02825912,0.018647311,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.002074527,0.022770082999999997,0.019133998,0.022172185,0.01856765,3.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.009914234000000001,0.004712385,0.021495122000000002,0.048274542999999996,6.927916e-05,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.0012214037,0.03113608,0.014708513999999999,0.028968275,0.008817204,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.027809864,0.008552167,0.00709994,0.017227482,0.023387333,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.022802312,0.0059306314,0.011470764,0.019614415,0.024224568,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.021856422,0.01852138,0.020135306000000002,0.023374634,0.0006436027,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.024585526,0.03246244,0.0043176403,0.001688824,0.020797753999999998,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.026301043,0.0019493538,0.007984350999999999,0.027680543999999998,0.020281522,4.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.025070585,0.008140144,0.021363596000000002,0.016357643999999998,0.013491223,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.0009150234399999999,0.013268331999999999,0.026435466,0.024142603999999998,0.019947652,5.0
0.039290875,0.054598975999999994,0.007762690500000001,0.03555063,0.036106642,0.016343806000000002,0.018715363,0.026224535,0.01543214,0.0072727569999999995,2.0
