1,5,5,0.8304207666078947
1,5,10,0.8318089166570586
1,5,15,0.8361882220175179
1,5,20,0.8427699562685005
1,5,25,0.8423581172399577
1,5,30,0.8430691710751808
1,5,40,0.8431069752305478
1,10,5,0.8343103629048554
1,10,10,0.8375812101099169
1,10,15,0.8404207191379972
1,10,20,0.8391499838306289
1,10,25,0.8397383727798722
1,10,30,0.8371469503498646
1,10,40,0.8385436847764285
1,15,5,0.8416575272002751
1,15,10,0.8372619161881221
1,15,15,0.8393559036895841
1,15,20,0.8373903106469656
1,15,25,0.838106030579001
1,15,30,0.8383755941337847
1,15,40,0.8394408057830396
1,20,5,0.8383426487578356
1,20,10,0.8387433956216319
1,20,15,0.8361664944089484
1,20,20,0.8420323609755924
1,20,25,0.8373812381464223
1,20,30,0.841121639891687
1,20,40,0.8407305157902127
1,25,5,0.8368758658421156
1,25,10,0.8380943007650276
1,25,15,0.838610807121841
1,25,20,0.8384526423611605
1,25,25,0.8432916605837951
1,25,30,0.8385609230924356
1,25,40,0.840613907360839
1,30,5,0.8403571513678194
1,30,10,0.8365987371098739
1,30,15,0.840292428549261
1,30,20,0.8373057961598603
1,30,25,0.8340470544925307
1,30,30,0.835659382817197
1,30,40,0.8449265915743068
1,40,5,0.8446144382039518
1,40,10,0.836189641827815
1,40,15,0.8380738998052242
1,40,20,0.8313606824218781
1,40,25,0.8303303025412556
1,40,30,0.8296940031755529
1,40,40,0.8298942383703892
2,5,5,0.7060978863764247
2,5,10,0.708368577104096
2,5,15,0.7097795034767291
2,5,20,0.7197082447144416
2,5,25,0.7183275763116299
2,5,30,0.7246793477496969
2,5,40,0.7211705553969112
2,10,5,0.7086698068117876
2,10,10,0.7115224962114195
2,10,15,0.7180516912986379
2,10,20,0.7186420397337423
2,10,25,0.7160760858258524
2,10,30,0.7140122373579838
2,10,40,0.7157558364058854
2,15,5,0.7093158115624287
2,15,10,0.719864380140917
2,15,15,0.718062404242404
2,15,20,0.7177686505361435
2,15,25,0.7156243574797013
