2,5,5,0.7153960925199967
2,5,10,0.7179242365656028
2,5,15,0.7183058644648193
2,5,20,0.7275620961571765
2,5,25,0.727447234411013
2,5,30,0.727716515205622
2,5,35,0.7308183038013576
2,5,40,0.7291910557896386
2,10,5,0.7173026496681674
2,10,10,0.7214444116479883
2,10,15,0.7220104081728431
2,10,20,0.7284473713715405
2,10,25,0.72766495157425
2,10,30,0.7260692505959359
2,10,35,0.7243164470977514
2,10,40,0.7230582783621997
2,15,5,0.7198361798112884
2,15,10,0.72600820951576
2,15,15,0.7270073403278189
2,15,20,0.7255933448409664
2,15,25,0.7266694752160887
2,15,30,0.7244676678173247
2,15,35,0.7242113491807588
2,15,40,0.7240076198476153
2,20,5,0.7217875524644489
2,20,10,0.7277121483423186
2,20,15,0.7252717322418004
2,20,20,0.7244267517176644
2,20,25,0.7272744298514362
2,20,30,0.7289117565014126
2,20,35,0.7262884419351205
2,20,40,0.7298122797355244
2,25,5,0.722051138049812
2,25,10,0.724126708681774
2,25,15,0.7231518235996217
2,25,20,0.7221957915894538
2,25,25,0.7257594217521424
2,25,30,0.7275836061473351
2,25,35,0.7265981681558109
2,25,40,0.7268752870154696
2,30,5,0.7230443634570108
2,30,10,0.7256463291002143
2,30,15,0.7207183981434426
2,30,20,0.718256361216399
2,30,25,0.7235582255091435
2,30,30,0.7221383572524955
2,30,35,0.7165381652986671
2,30,40,0.7280143354323914
2,35,5,0.7286658139591411
2,35,10,0.7231738792504969
2,35,15,0.7187787340491711
2,35,20,0.7248384214616826
2,35,25,0.7174324168353644
2,35,30,0.717341566286106
2,35,35,0.716210932618756
2,35,40,0.7159430407737261
2,40,5,0.726717852480075
2,40,10,0.7199488043387721
2,40,15,0.7200218099651426
2,40,20,0.724503087193349
2,40,25,0.7172268683927785
2,40,30,0.7163314197572486
2,40,35,0.7160923247545423
2,40,40,0.7161832805534588
