1,5,5,0.845576956915967
1,5,10,0.8471433779256121
1,5,15,0.8485690874470939
1,5,20,0.8580493399231526
1,5,25,0.8588153163209435
1,5,30,0.8569047609336418
1,5,35,0.8556301660365511
1,5,40,0.8569612172294947
1,10,5,0.8483700301982211
1,10,10,0.8524522366641747
1,10,15,0.8558982552888711
1,10,20,0.8557511443975319
1,10,25,0.8530848368653583
1,10,30,0.8539976191699964
1,10,35,0.8527791196986355
1,10,40,0.8546985073162993
1,15,5,0.8481868995126725
1,15,10,0.8551924988202357
1,15,15,0.8546357726120135
1,15,20,0.8513167972953113
1,15,25,0.855049914483373
1,15,30,0.8556194832441064
1,15,35,0.8525316275048631
1,15,40,0.8566216654423855
1,20,5,0.8520284499229189
1,20,10,0.8542871318780529
1,20,15,0.8548981217553637
1,20,20,0.8555288169459446
1,20,25,0.8569810546481701
1,20,30,0.855176029472181
1,20,35,0.8651220987996535
1,20,40,0.8594488942972853
1,25,5,0.8549145060503023
1,25,10,0.8518532967130803
1,25,15,0.8542381892468955
1,25,20,0.8578059459128531
1,25,25,0.8589528558520434
1,25,30,0.8646359393967353
1,25,35,0.8644418054647098
1,25,40,0.8566948722324154
1,30,5,0.8547500308746712
1,30,10,0.8525101528797416
1,30,15,0.8543269362329989
1,30,20,0.8507873196605598
1,30,25,0.8523536004806316
1,30,30,0.8522176993225348
1,30,35,0.8595304137776649
1,30,40,0.8527871551038746
1,35,5,0.8571043524367833
1,35,10,0.8506789543562503
1,35,15,0.8586939023344202
1,35,20,0.8534065768431662
1,35,25,0.8510802585347585
1,35,30,0.8455816714869465
1,35,35,0.8591488263107503
1,35,40,0.8546563329809826
1,40,5,0.854088322497192
1,40,10,0.8501072844047045
1,40,15,0.8550145681094734
1,40,20,0.8557711028824627
1,40,25,0.8490786921375382
1,40,30,0.8457592141880579
1,40,35,0.8569724962156613
1,40,40,0.844829517151872
