4,5,5,0.5960125765543531
4,5,10,0.597826469499235
4,5,15,0.6019961004244423
4,5,20,0.603167923678491
4,5,25,0.6137486573807491
4,5,30,0.6107126881016269
4,5,35,0.6098805825901878
4,5,40,0.611689372724046
4,10,5,0.5987760360190735
4,10,10,0.6013188149263119
4,10,15,0.6068392988168307
4,10,20,0.6092145262703217
4,10,25,0.6134258075619521
4,10,30,0.6088580470779806
4,10,35,0.6108320184526633
4,10,40,0.6075010329199428
4,15,5,0.5999265337012343
4,15,10,0.608480087661959
4,15,15,0.6082576949956378
4,15,20,0.6091645447012801
4,15,25,0.609657279883894
4,15,30,0.6069025749628312
4,15,35,0.6063490023449976
4,15,40,0.6054750914534919
4,20,5,0.602462321492751
4,20,10,0.6091901428312175
4,20,15,0.6085460242809138
4,20,20,0.6099078252061523
4,20,25,0.6063982092727525
4,20,30,0.604857350833079
4,20,35,0.6044062003903636
4,20,40,0.6033296111130733
4,25,5,0.6099143051506677
4,25,10,0.6115805281936846
4,25,15,0.6073695266014187
4,25,20,0.6062780439066604
4,25,25,0.6067081946569399
4,25,30,0.6045058002800552
4,25,35,0.6036538043685611
4,25,40,0.6025935835815142
4,30,5,0.6050737972152447
4,30,10,0.6088379716655753
4,30,15,0.6082066542135527
4,30,20,0.6051830459797296
4,30,25,0.6041280624582592
4,30,30,0.6031334716254606
4,30,35,0.6018461985466571
4,30,40,0.6011704066575769
4,35,5,0.6109892007948944
4,35,10,0.6094727682391028
4,35,15,0.6057896929075919
4,35,20,0.6047176831408588
4,35,25,0.6036384076680856
4,35,30,0.602486366254787
4,35,35,0.6011780328458336
4,35,40,0.6006013175343363
4,40,5,0.6118512577886231
4,40,10,0.6073965166587514
4,40,15,0.6054446945137388
4,40,20,0.6038564168926942
4,40,25,0.6031146832238932
4,40,30,0.6020552345884989
4,40,35,0.6015685579737768
4,40,40,0.599889256356513
